"LISTING_ID","COMPANY_CODE","COUNTRY_CODE","ICB5_INDUSTRY_CODE","ICB5_SECTOR_CODE","ICB5_SUBSEC_CODE","ICB5_SUPERSEC_CODE","REGION_GROUP","REGION_NAME","RIC_EXTENSION","SIZE_GROUP","STYLE_GROUP"
38,"444747","FI","50","502030","50203030","5020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##EUROZONE##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_EUROZONE##SW_DM_SOUTH_KOREA##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_EUROZONE##SW_DM_NORDIC##","HE","S","S"
41,"447757","TR","55","551020","55102010","5510","LEU","##BALKAN##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EMER-MKT-X-BRIC##EMERGINGMARKETS##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_BALKAN##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","IS","S","S"
42,"451180","DE","30","303020","30302020","3030","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##EUROZONE##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_EUROPEAN_UNION##SW_EUROZONE##SW_DM_SOUTH_KOREA##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_EUROZONE##","DE","M","M"
43,"451944","CZ","30","301010","30101010","3010","LEU","##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EU-ENLARGED##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##EMER-MKT-X-BRIC##EMERGINGMARKETS##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_EUROPEAN_UNION##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","PR","M","M"
44,"452518","FI","50","502040","50204030","5020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##EUROZONE##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_EUROZONE##SW_DM_SOUTH_KOREA##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_EUROZONE##SW_DM_NORDIC##","HE","M","M"
46,"412162","TR","50","501010","50101030","5010","LEU","##BALKAN##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EMER-MKT-X-BRIC##EMERGINGMARKETS##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_BALKAN##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","IS","S","S"
47,"415265","SE","30","302020","30202000","3020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_NORDIC##","ST","S","S"
48,"416921","DK","45","451010","45101010","4510","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_NORDIC##","CO","M","M"
49,"423586","GR","30","301010","30101010","3010","LEU","##BALKAN##DEV-EMER-MARKET##EAST-EU-EX-RU##EASTERNEUROPE##EMER-MKT-X-BRIC##EMERGINGMARKETS##EUROPE-NEW##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLOBAL-NEW##GLB-EX-EASTASIA##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_BALKAN##SW_EUROPEAN_UNION##SW_EUROZONE##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","AT","M","M"
51,"489421","TR","40","401010","40101020","4010","LEU","##BALKAN##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EMER-MKT-X-BRIC##EMERGINGMARKETS##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_BALKAN##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","IS","M","M"
74,"555255","PL","15","151020","15102015","1510","LEU","##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EU-ENLARGED##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLOBAL-OLD##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_EUROPEAN_UNION##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","WA","M","M"
75,"570151","FI","15","151020","15102015","1510","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##EUROZONE##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_EUROZONE##SW_DM_SOUTH_KOREA##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_EUROZONE##SW_DM_NORDIC##","HE","M","M"
76,"506506","SE","15","151020","15102015","1510","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_NORDIC##","ST","L","L"
77,"521711","DK","20","201020","20102010","2010","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_NORDIC##","CO","M","M"
78,"525606","PL","30","301010","30101010","3010","LEU","##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EU-ENLARGED##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLOBAL-OLD##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_EUROPEAN_UNION##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","WA","M","M"
79,"531929","PL","50","501010","50101010","5010","LEU","##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EU-ENLARGED##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLOBAL-OLD##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_EUROPEAN_UNION##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","WA","S","S"
80,"546346","SE","30","302020","30202010","3020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_NORDIC##","ST","L","L"
81,"546435","CH","20","201020","20102015","2010","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","S","M","M"
82,"611776","AU","20","201010","20101010","2010","LAS","##ASIA-EX-JAPAN##ASIA-OLD##ASIA-PACIFIC##DEV-EMER-MARKET##DEVELOPEDMARKET##GL-OLD-EX-AM-O##GL-OLD-EX-EU-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##PACIFIC-NEW##SW_DM_EM##SW_DM##SW_ASIA_PACIFIC##SW_PACIFIC##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_APAC##","AX","S","S"
83,"612334","JP","35","351010","35101010","3510","LAS","##ASIA-NEW##ASIA-NEW-EX-CN##ASIA-OLD##ASIA-PACIFIC##DEV-EMER-MARKET##DEVELOPEDMARKET##EASTASIA##EASTASIA-X-BRIC##GL-OLD-EX-AM-O##GL-OLD-EX-EU-O##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_ASIA_PACIFIC##SW_ASIA##SW_EAST_ASIA##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_APAC##SW_DM_EM_ASIA##","T","S","S"
53,"490151","GB","55","551020","55102000","5510","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","L","L"
55,"491563","GB","50","501010","50101010","5010","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","S","S"
58,"459573","DK","20","201030","20103010","2010","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_NORDIC##","CO","L","L"
62,"471349","DK","50","501010","50101035","5010","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_NORDIC##","CO","S","S"
64,"474184","DE","20","201030","20103015","2010","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##EUROZONE##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_EUROPEAN_UNION##SW_EUROZONE##SW_DM_SOUTH_KOREA##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_EUROZONE##","DE","L","L"
65,"476240","CH","40","402040","40204030","4020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","S","M","M"
66,"476706","SE","55","551020","55102015","5510","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##NORDIC##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_NORDIC##SW_EUROPEAN_UNION##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_NORDIC##","ST","L","L"
68,"477638","TR","55","551020","55102040","5510","LEU","##BALKAN##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EMER-MKT-X-BRIC##EMERGINGMARKETS##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_BALKAN##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","IS","S","S"
69,"477884","CH","50","502040","50204000","5020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","S","M","M"
72,"553114","DE","10","101010","10101015","1010","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-UK##EUROPE-NEW##EUROPE-OLD##EUROZONE##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_EUROPEAN_UNION##SW_EUROZONE##SW_DM_SOUTH_KOREA##SW_DM_EM_EUROPE##SW_DM_EUROPE##SW_DM_EUROZONE##","DE","S","S"
4,"026256","GB","40","403010","40301020","4030","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","M","M"
5,"026527","GB","35","351020","35102030","3510","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","S","S"
6,"040520","GB","50","502020","50202025","5020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","M","M"
7,"047640","GB","55","552010","55201000","5520","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","S","S"
8,"050840","GB","50","502040","50204050","5020","LEU","##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##","L","S","S"
9,"060272","GB","50","502020","50202010","5020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","S","S"
10,"072769","GB","45","452010","45201030","4520","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","L","L"
13,"008320","GB","40","405010","40501025","4050","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","M","M"
16,"287864","CA","65","651030","65103035","6510","LAM","##AMERICAS-NEW##AMERICAS-OLD##DEV-EMER-MARKET##DEVELOPEDMARKET##GL-OLD-EX-AS-O##GL-OLD-EX-EU-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_AMERICAS##SW_NORTH_AMERICA##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##","TO","L","L"
20,"401344","TR","50","501010","50101010","5010","LEU","##BALKAN##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EMER-MKT-X-BRIC##EMERGINGMARKETS##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_BALKAN##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","IS","S","S"
22,"082201","GB","50","502030","50203030","5020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","S","S"
23,"082699","GB","65","651020","65102030","6510","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","S","S"
24,"083470","GB","50","502040","50204000","5020","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","M","M"
25,"087061","GB","30","301010","30101010","3010","LEU","##DEV-EMER-MARKET##DEVELOPEDMARKET##EU-OLD-EX-EURO##EUROPE-NEW##EUROPE-OLD##GL-OLD-EX-AM-O##GL-OLD-EX-AS-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_EUROPE##SW_WESTERN_EUROPE##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##SW_DM_EM_EUROPE##SW_DM_EUROPE##","L","L","L"
27,"224880","CA","55","551020","55102015","5510","LAM","##AMERICAS-NEW##AMERICAS-OLD##DEV-EMER-MARKET##DEVELOPEDMARKET##GL-OLD-EX-AS-O##GL-OLD-EX-EU-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_AMERICAS##SW_NORTH_AMERICA##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##","TO","S","S"
28,"251122","CA","55","551020","55102010","5510","LAM","##AMERICAS-NEW##AMERICAS-OLD##DEV-EMER-MARKET##DEVELOPEDMARKET##GL-OLD-EX-AS-O##GL-OLD-EX-EU-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_AMERICAS##SW_NORTH_AMERICA##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##","TO","S","S"
29,"255273","CA","60","601010","60101010","6010","LAM","##AMERICAS-NEW##AMERICAS-OLD##DEV-EMER-MARKET##DEVELOPEDMARKET##GL-OLD-EX-AS-O##GL-OLD-EX-EU-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_AMERICAS##SW_NORTH_AMERICA##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##","TO","S","S"
30,"265441","CA","55","552010","55201020","5520","LAM","##AMERICAS-NEW##AMERICAS-OLD##DEV-EMER-MARKET##DEVELOPEDMARKET##GL-OLD-EX-AS-O##GL-OLD-EX-EU-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_AMERICAS##SW_NORTH_AMERICA##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##","TO","S","S"
31,"279311","CA","50","502060","50206020","5020","LAM","##AMERICAS-NEW##AMERICAS-OLD##DEV-EMER-MARKET##DEVELOPEDMARKET##GL-OLD-EX-AS-O##GL-OLD-EX-EU-O##GLB-EX-EASTASIA##GLOBAL-NEW##GLOBAL-OLD##SW_DM_EM##SW_DM##SW_AMERICAS##SW_NORTH_AMERICA##SW_DM_SOUTH_KOREA##SW_DM_EX_EUROZONE##","TO","L","L"
32,"436161","TR","30","301010","30101010","3010","LEU","##BALKAN##DEV-EMER-MARKET##EAST-EU-EX-GR##EAST-EU-EX-RU##EASTERNEUROPE##EMER-MKT-X-BRIC##EMERGINGMARKETS##EUROPE-NEW##GLB-EX-EASTASIA##GLOBAL-NEW##SW_DM_EM##SW_EM##SW_EUROPE##SW_EASTERN_EUROPE##SW_BALKAN##SW_EM_EX_GCC##SW_DM_EM_EUROPE##SW_EM_EUROPE##","IS","L","L"
