LISTING_ID,FREE_FLOAT_FACTOR,TRADE_DAYS_6M,DWH_INSTRUMENT_ID,DWH_LISTING_ID,IN_EXCLUSION_LIST,AVG_MCAP_20D,XETRA_TRADING_TYPE,IS_SIBLING_BY_ISSUER_IN_BLUE,COMPLIANCE_CHECK,COMPLIANCE_CHECK_GF_RULE_FLAG,ANN_REP_BREACH_4M,ANN_REP_RECD,SEMI_ANN_REP_BREACH_3M,SEMI_ANN_REP_RECD,QTLY_REP_BREACH_75D,QTLY_REP_RECD,COUNTRY_ID,IS_EUEFTA_COUNTRY,IS_HEADQUATER_IN_GERMANY,IN_RANKING_LIST_COMPOSITION,SUM_TURNOVER_12M,AVG_TURNOVER_3M,IN_COMPOSITION_DAX30,IN_COMPOSITION_MDAX,SUM_TURNOVER_12M_XETRA,SUM_TURNOVER_3M,SUM_TURNOVER_3M_XETRA,TRADE_DAYS_3M,ISSUER
88957858,0.1959,129,44649767,88957858,0,4201331.14,30,0,1,,,1,0,0,1,0,DE,1,1,0,1294138.29,1539.151818,0,0,1270386.67,101584.02,97546.58,66,386999
86945823,0.4086,129,45121787,86945823,0,250039049.8,30,0,1,,,1,,1,,1,LU,1,0,0,33912642.57,86756.27424,0,0,33230999.78,5725914.1,5502894.65,66,388167
87457799,0.2165,129,45208779,87457799,0,477467995.9,30,0,1,,,1,,1,,1,LU,1,1,1,477047605.1,2327275.17,0,0,473472823.3,153600161.2,151516664.1,66,388345
88104491,0.2789,129,45211161,88104491,0,300040693.2,30,0,1,,,1,,1,,1,DE,1,1,0,184266481.1,572548.1132,0,0,182567015.3,37788175.47,37204730.85,66,388394
87501538,0.6419,129,45285037,87501538,0,25436339.96,30,0,1,,,1,,1,,1,DE,1,1,0,9956759.53,24333.75727,0,0,9824051.51,1606027.98,1578682.7,66,388611
90405065,0.4506,129,45735450,90405065,0,1373241509,30,0,1,,,1,,1,,1,DE,1,1,1,745125039.3,2914176.472,0,1,743259671.3,192335647.2,191946265.6,66,389784
88373529,0.6212,129,45772868,88373529,0,68352411.66,30,0,1,,,1,,1,,1,DE,1,1,0,20329006.1,38537.62621,0,0,19929829.3,2543483.33,2479924.33,66,389950
88450185,0.646,129,45882026,88450185,0,79954490.97,30,0,1,,,1,,1,,1,DE,1,1,0,43119996.31,174294.1195,0,0,42735417.41,11503411.89,11422476.57,66,390145
88503803,0.676,129,45941136,88503803,0,87665048.9,30,0,1,,,1,,1,,1,DE,1,1,0,19847992.99,45876.97697,0,0,19504623.5,3027880.48,2982202.33,66,390365
88987598,0.2213,129,46107418,88987598,0,93641205.13,30,0,0,,,1,,1,,1,LU,1,0,0,8530856.19,59998.12106,0,0,8276990.72,3959875.99,3871840.14,66,390777
91481122,0.1122,129,46128071,91481122,0,,30,0,0,,,1,0,0,1,0,LU,1,0,0,5715965.15,122.3901515,0,0,5699116.65,8077.75,8077.75,66,390881
92975190,0.6308,129,47685302,92975190,0,17332804049,30,0,1,,,1,,1,,1,DE,1,1,1,10488997821,49272652.16,1,0,10441605591,3251995042,3235317324,66,395498
99794404,0.9202,129,48294473,99794404,0,530180098.7,30,0,1,,,1,,1,,1,US,0,1,1,199750455.6,684420.6899,0,0,355263970.4,66250896.47,65568612.93,66,396872
94213601,0.2564,129,48654637,94213601,0,68788063.9,30,0,0,,,1,,1,1,0,LU,1,1,0,12526961.16,1821.344697,0,0,12493855.86,120208.75,101983.45,66,397606
109615075,0.1796,40,50165367,109615075,0,503713902.5,30,0,1,,,1,,1,,1,DE,1,1,0,416153409.8,1619273.968,0,0,405401198,106872081.9,104110813.5,40,400493
98548810,0.0001,129,51981780,98548810,0,11919.87049,30,0,0,,,1,0,0,1,0,LU,1,1,0,3213256,47401.38939,0,0,3212878.6,3128491.7,3128491.7,66,404106
101315815,1,129,53960406,101315815,0,1278097206,30,0,1,,,1,,1,,1,DE,1,1,1,442746993.5,1106906.093,0,1,442127171.1,73055802.17,72982544.37,66,409526
3545950,1,129,2025100,3545950,0,2372630861,30,0,0,,,1,,1,,1,CH,1,0,0,230061886.5,1156288.086,0,0,188831923.5,76315013.7,60685509.9,66,51688
44799723,0.9879,129,22505204,44799723,0,9296839547,30,0,1,,,1,,1,,1,NL,1,1,1,5299820005,20686536.91,1,0,5296783630,1365311436,1364427376,66,58340
761783,0.1754,129,374042,761783,0,36862878.19,30,0,0,,,1,,1,,1,CH,1,0,0,2723765.52,10928.63879,0,0,2543603.04,721290.16,656184.36,66,67377
287365,0.571,129,123352,287365,0,113591923.4,30,0,1,,,1,,1,,1,AT,1,0,0,17840650.06,65151.66288,0,0,17346058.98,4300009.75,4164628.05,66,68477
47705540,0.1268,129,23869255,47705540,0,93435401.86,30,0,0,,,1,,1,,1,LU,1,1,0,6155500,14488.57576,0,0,5928594,956246,936798,66,72481
306968,0.7405,129,131494,306968,0,76353260863,30,0,1,,,1,,1,,1,NL,1,1,1,9444994470,30992337.61,1,0,9412883413,2045494282,2037391764,66,75109
308725,0.4751,129,132251,308725,0,25030788.33,30,0,0,,,1,,1,,1,NL,1,0,0,2963743.49,9445.883333,0,0,2869827.7,623428.3,589162.3,66,75746
1689136,0.3266,129,320570,1689136,0,12938615.97,30,0,1,,,1,,1,,1,DE,1,1,0,6508389.75,11984.90273,0,0,6289272.32,791003.58,688374.24,66,94898
355871,0.1651,129,155385,355871,0,6957434.038,30,0,0,,,1,,1,1,0,DE,1,1,0,887376.3,1134.638636,0,0,861829.7,74886.15,74881.1,66,96037
1711118,0.0302,129,326676,1711118,0,9539301.116,30,0,1,,,1,,1,,1,DE,1,1,0,549154.4,1803.660606,0,0,535684.2,119041.6,114163.4,66,96600
544494,0.5222,129,222855,544494,1,,93,0,0,,1,0,0,0,1,0,DE,1,1,0,37766.49,83.50151515,0,0,0,5511.1,0,66,98968
26432374,0.1937,129,13251221,26432374,0,31338768,30,0,0,,,1,,1,,1,DE,1,1,0,4480636.5,8475.631667,0,0,4016766.81,559391.69,498634.01,66,98969
